"","","[AGVN-PK334]  BÁO CÁO TỔNG HỢP THỰC HIỆN PHÂN KIM  - LŨY KẾ NĂM 2026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://docs.google.com/spreadsheets/d/1Ga0Vl1oGwNxJGv50rRch1PtwGHjSczHJocJy3ZcJr9U/edit?gid=770492082#gid=770492082"
"1","06/01/2026","PK2K-26/0102","TÀI","75.08%","51.15","38.405","191.310","99.990%","191.291","0.00%","0.000","1575.29","19.38%","305.23","72.44%","1,141.06","1575.29","","","","","99.63%","309.270","308.150","1168.410","99.94%","1167.721","1167.837","0.06%","0.69","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","75.31%","31.66","23.846","465.450","99.990%","465.403","0.00%","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","75.36%","38.75","29.203","507.25","99.99%","507.199","0.00%","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","75.18%","21.26","15.985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","75.23%","36.48","27.445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","75.18%","9.56","7.188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","75.29%","139.55","105.071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","75.14%","44.96","33.786","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","76.10%","12.58","9.574","","","","","","","","","","","","","0.00","","0.00","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","74.94%","6.19","4.639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","74.45%","0.32","0.238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","TÀI","75.87%","20.19","15.320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/01/2026","PK2K-26/0102","","","412.650","310.698","1164.010","","1163.894","","0.000","1,575.29","","305.23","","1141.06","1,575.29","","0.00","","0.00","","309.27","308.15","1168.410","","1167.721","1167.837","","0.689","2.548","-0.689","1.859","0.60%","1.370","-3.944","-2.574","-0.22%","TC","TC1"
"2","08/01/2026","PK2K-26/0103","TÀI","75.05%","86.95","65.263","529.870","99.985%","529.791","0.01%","0.053","698.38","18.19%","127.04","74.72%","521.83","698.35","","","","","99.88%","126.530","126.393","529.120","99.95%","528.874","528.927","0.05%","0.25","","","","","","","","","",""
"","08/01/2026","PK2K-26/0103","TÀI","75.37%","83.12","62.654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","08/01/2026","PK2K-26/0103","","","170.070","127.916","529.870","","529.791","","0.053","698.38","","127.04","","521.83","698.35","","0.00","","0.00","","126.53","126.39","529.120","","528.874","528.927","","0.246","1.524","-0.193","1.331","1.04%","1.590","0.864","2.454","0.46%","TC","TC1"
"3","15/01/2026","PK2K-26/0104","TÀI","75.11%","78.96","59.313","474.470","99.954%","474.249","0.05%","0.221","623.89","18.45%","115.11","75.03%","468.13","623.87","","","","","99.75%","112.180","111.911","527.000","99.99%","526.947","527.000","0.00%","0.00","","","","","","","","","",""
"","15/01/2026","PK2K-26/0104","TÀI","75.29%","71.18","53.597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","15/01/2026","PK2K-26/0104","","","150.140","112.910","474.470","","474.249","","0.221","623.89","","115.11","","468.13","623.87","","#REF!","","#REF!","","112.18","111.91","527.000","","526.947","527.000","","0.000","0.998","0.221","1.219","1.08%","0.740","-52.751","-52.011","-10.97%","TC","TC1"
"4","23/01/2026","PK2K-26/0107","TÀI","75.33%","71.16","53.610","395.390","99.949%","395.188","0.03%","0.134","601.92","17.93%","107.91","73.04%","439.62","601.91","","","","","99.68%","110.180","109.835","458.040","99.94%","457.779","457.825","0.04%","0.17","","","","","","","","","",""
"","23/01/2026","PK2K-26/0107","TÀI","75.11%","76.05","57.123","60.520","99.941%","60.484","0.06%","0.036","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","23/01/2026","PK2K-26/0107","","","147.210","110.733","455.910","","455.673","","0.170","601.92","","107.91","","439.62","601.91","","#REF!","","#REF!","","110.180","109.835","458.040","","457.779","457.825","","0.172","0.899","-0.002","0.897","0.81%","1.210","-2.152","-0.942","-0.21%","TC","TC1"
"5","28/01/2026","PK2K-26/0108","TÀI","75.24%","70.28","52.880","411.250","99.943%","411.016","0.04%","0.154","541.28","17.66%","95.60","72.36%","391.65","541.26","","","","","99.64%","98.220","97.877","415.470","99.95%","415.264","415.306","0.04%","0.18","","","","","","","","","",""
"","28/01/2026","PK2K-26/0108","TÀI","75.09%","61.07","45.859","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","28/01/2026","PK2K-26/0108","","","131.350","98.739","411.250","","411.016","","0.154","541.28","","95.60","","391.65","541.26","","#REF!","","#REF!","","98.220","97.877","415.470","","415.264","415.306","","0.185","0.863","-0.031","0.832","0.842%","1.340","-4.290","-2.950","-0.72%","TC","TC1"
"","TỔNG CỘNG T02-2026","","","","784.88","587.68","2,095.09","","2,094.57","","0.36","3,168.18","","585.02","","2,372.74","3,168.16","","","","","","585.67","583.49","2,392.28","","2,391.51","2,391.75","","0.28","4.19","0.09","4.28","2.23%","-288.19","-297.18","-585.37","-607.52%","Tong",""
"1","04/02/2026","PK2K-26/0202","TÀI","75.10%","54.15","40.671","501.890","99.990%","501.840","0.00%","0.000","1512.97","18.50%","279.82","76.55%","1,158.16","1512.92","","","","","99.59%","279.620","278.494","1144.330","99.97%","1144.004","1144.118","0.01%","0.10","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","74.99%","40.45","30.334","57.080","99.949%","57.051","0.03%","0.019","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","75.29%","25.72","19.365","582.640","99.941%","582.296","0.06%","0.344","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","74.97%","26.13","19.590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","76.02%","25.22","19.173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","75.83%","4.18","3.170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","75.18%","110.25","82.894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","75.19%","34.04","25.597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","76.28%","5.11","3.898","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","75.85%","4.55","3.451","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","50.49%","0.18","0.091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","TÀI","75.54%","43.42","32.801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/02/2026","PK2K-26/0202","","","373.400","281.036","1141.610","","1141.187","","0.363","1,512.97","","279.82","","1158.16","1,512.92","","#REF!","","#REF!","","279.620","278.494","1144.330","","1144.004","1144.118","","0.103","2.542","0.260","2.802","1.00%","2.090","-2.931","-0.841","-0.07%","TC","TC2"
"2","06/02/2026","PK2K-26/0203","TÀI","75.44%","65.57","49.471","234.610","99.990%","234.587","0.00%","0.000","770.25","20.07%","154.62","72.43%","557.88","770.25","","","","","99.70%","152.170","151.725","566.740","99.99%","566.683","566.740","0.00%","0.00","","","","","","","","","",""
"","06/02/2026","PK2K-26/0203","TÀI","75.05%","73.12","54.882","333.470","99.990%","333.437","0.00%","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/02/2026","PK2K-26/0203","TÀI","75.29%","64.43","48.514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","06/02/2026","PK2K-26/0203","","","203.120","152.867","568.080","","568.023","","0.000","770.25","","154.62","","557.88","770.25","","#REF!","","#REF!","","152.170","151.725","566.740","","566.683","566.740","","0.000","1.142","0.000","1.142","0.75%","0.950","1.283","2.233","0.39%","TC","TC2"
"3","09/02/2026","PK2K-26/0204","TÀI","75.40%","75.43","56.876","288.790","99.990%","288.761","0.00%","0.000","381.71","17.50%","66.78","73.76%","281.53","381.74","","","","","99.52%","67.390","67.076","288.820","99.96%","288.690","288.719","0.04%","0.12","","","","","","","","","",""
"","09/02/2026","PK2K-26/0204","TÀI","59.37%","6.51","3.865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","09/02/2026","PK2K-26/0204","TÀI","61.05%","1.76","1.074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","09/02/2026","PK2K-26/0204","TÀI","58.14%","4.98","2.895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","09/02/2026","PK2K-26/0204","TÀI","60.87%","3.65","2.222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","09/02/2026","PK2K-26/0204","TÀI","45.61%","1.20","0.547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","09/02/2026","PK2K-26/0204","","","93.530","67.481","288.790","","288.761","","0.000","381.71","","66.78","","281.53","381.74","","#REF!","","#REF!","","67.390","67.076","288.820","","288.690","288.719","","0.116","0.405","-0.116","0.289","0.43%","0.580","0.042","0.622","0.22%","TC","TC2"
"4","11/02/2026","PK2K-26/0205","TÀI","75.23%","68.15","51.274","96.610","99.990%","96.600","0.00%","0.000","503.25","16.65%","83.79","74.55%","375.16","503.25","","","","","99.64%","86.490","86.191","392.390","99.94%","392.135","392.174","0.02%","0.06","","","","","","","","","",""
"","11/02/2026","PK2K-26/0205","TÀI","75.02%","46.68","35.021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","11/02/2026","PK2K-26/0205","","","114.830","86.295","96.610","","96.600","","0.000","503.25","","83.79","","375.16","503.25","","#REF!","","#REF!","","86.490","86.191","392.390","","392.135","392.174","","0.059","0.104","-0.059","0.045","0.05%","-291.810","-295.574","-587.384","-608.06%","TC","TC2"
"","TỔNG CỘNG T03-2026","","","","611.03","382.24","1,927.32","","1,926.74","","0.17","2,536.49","","449.98","","1,916.29","2,536.41","0.00","0.00","0.00","0.00","","447.47","446.34","1,935.54","","1,935.35","1,935.54","","0.00","-64.10","0.17","-63.93","-50.70%","1.94","-8.80","-6.86","-1.36%","Tong",""
"1","03/03/2026","PK2K-26/0301","TÀI","75.08%","79.88","59.976","648.130","99.972%","647.945","0.01%","0.058","870.19","18.37%","159.85","74.07%","644.58","870.16","","","","","99.75%","157.410","157.034","649.830","99.99%","649.765","649.830","0.00%","0.00","","","","","","","","","",""
"","03/03/2026","PK2K-26/0301","TÀI","75.48%","82.84","62.530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","03/03/2026","PK2K-26/0301","TÀI","59.22%","60.14","35.618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","03/03/2026","PK2K-26/0301","","","222.860","158.124","648.130","","647.945","","0.058","870.19","","159.85","","644.58","870.16","","#REF!","","#REF!","","157.410","157.034","649.830","","649.765","649.830","","0.000","1.090","0.058","1.149","0.73%","0.830","-1.885","-1.055","-0.16%","TC","TC3"
"2","04/03/2026","PK2K-26/0302","TÀI","75.48%","29.78","22.479","274.820","99.990%","274.793","0.00%","0.000","1089.24","17.64%","192.09","76.44%","832.65","1089.21","","","","","99.76%","192.500","192.050","832.950","99.99%","832.867","832.950","0.00%","0.00","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","75.18%","19.79","14.879","392.440","99.935%","392.185","0.02%","0.059","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","76.42%","17.39","13.290","54.590","99.972%","54.574","0.01%","0.005","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","75.32%","23.37","17.604","109.960","99.951%","109.906","0.04%","0.049","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","75.48%","25.99","19.619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","74.92%","2.69","2.016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","0.00%","90.31","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","75.14%","13.40","10.070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","75.67%","3.61","2.732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","76.67%","1.79","1.372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","74.88%","28.46","21.313","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","63.39%","0.31","0.197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","TÀI","57.51%","1.00","0.575","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","04/03/2026","PK2K-26/0302","","","257.890","126.145","831.810","","831.457","","0.113","1,089.24","","192.09","","832.65","1,089.21","","#REF!","","#REF!","","192.500","192.050","832.950","","832.867","832.950","","0.000","-65.906","0.113","-65.793","-52.16%","0.490","-1.493","-1.003","-0.12%","TC","TC3"
"3","09/03/2026","PK2K-26/0303","TÀI","75.22%","63.36","47.664","447.380","99.990%","447.335","0.00%","0.000","577.06","16.99%","98.05","76.09%","439.07","577.04","","","","","99.68%","97.560","97.255","452.760","99.99%","452.715","452.760","0.00%","0.00","","","","","","","","","",""
"","09/03/2026","PK2K-26/0303","TÀI","75.16%","66.92","50.302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","09/03/2026","PK2K-26/0303","","","130.280","97.966","447.380","","447.335","","0.000","577.06","","98.05","","439.07","577.04","","#REF!","","#REF!","","97.560","97.255","452.760","","452.715","452.760","","0.000","0.711","0.000","0.711","0.73%","0.620","-5.425","-4.805","-1.07%","TC","TC3"
