"CÔNG TY TNHH ASIANA GOLD","","","","",""
"[AGVN-C3107] BẢNG TRÌNH DUYỆT GIÁ TÍNH HAO HỤT THỢ ","","","","",""
"","","Kỳ thực hiện:","Tháng 02/2026","",""
"","","","","",""
"I. GIÁ NVL-VÀNG MUA VÀO","","","","",""
"NGÀY MUA","GIÁ VÀNG MUA VÀO
(VND/LƯỢNG)","GIÁ VÀNG BÌNH QUÂN 
(VND/LƯỢNG)","GIÁ QUY ĐỔI 
(VND/CHỈ)","NGUỒN DỮ LIỆU",""
"#N/A","","#DIV/0!","#DIV/0!","[KT409(L3)-AGVN][C109]-BẢNG THEO DÕI MUA NVL VÀNG/BẠC/PT NĂM 2026",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"II.GIÁ NVL BẠC-PT/USD","","","","",""
"NGÀY","CHỈ TIÊU","GIÁ NIÊM YẾT
(USD)","GIÁ QUY ĐỔI
 (VND/GR)","GIÁ QUY ĐỔI
(VND/CHỈ)","NGUỒN DỮ LIỆU"
"27/02/2026","GIÁ PT (USD/OZ)","2,356.98 ","1,988,000 ","7,455,000 ","KITCO"
"27/02/2026","Giá PD (USD/OZ)","1793","1,512,000 ","","https://www.dailymetalprice.com/metalprices.php#google_vignette"
"27/02/2026","GIÁ PT 900 (10%PD/OZ)","2,323.89 ","1,960,000 ","7,350,000 ","https://www.dailymetalprice.com/metalprices.php#google_vignette"
"27/02/2026","GIÁ BẠC (USD/OZ)","93.80 ","79,000 ","296,000 ","KITCO"
"28/02/2026","GIÁ USD ($)","1 ","26,230 ","","Tỷ giá"
"Ghi chú: ","1oz=31.1gram","","","",""
"","Giá PT900 bao gồm : 90% PT+10% PD","","","",""
"","","","","",""
"","1. Tỷ giá Bạc: 93.80","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","2. Tỷ giá PT: 2356.98","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","3. Giá USD: 26,230","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","4. Giá Palladium:","1793.00","","",""
"","","","","",""
"90%PT","2121.282","","","",""
"10% PALLADIUM","179.3","","","",""
"13% TAX PALLADIUM","23.309","","","",""
"Total","2323.891","","","",""
