"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Link","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NKSX","12.24 [AGVN-PKT][3111]- Nhật ký sản xuất","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BCHH","[AGVN-C3114] BÁO CÁO TỔNG HỢP HAO HỤT NĂM 2024","","","","[AGVN-C3114] BÁO CÁO TỔNG HỢP HAO HỤT 2023 & 2024","","","","","","","","","","","","","","","","","","","","","","","",""
"BKXNK","Bảng kê chi tiết NX-NVL/BTP Kho AG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPHT","...","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"* Note :","NKSX","Chỉ chuyển về NKSX","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","NKBC","Chuyển về NKSX và BCHH","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","NKHT","Chuyển về NKSX và SPHT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","BKNXT","Chỉ chuyển về BKXNK","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nơi nhận","Ngày phát sinh","Mã công đoạn","STT","SỐ CHỨNG TỪ","","MÃ THỢ","NGƯỜI NHẬN","LỆNH 
SẢN XUẤT","MÃ HÀNG","TÊN HÀNG","LOẠI 
VÀNG","DIỄN GIẢI","SỐ LƯỢNG
(VIÊN/SỢI)","KCP XUẤT","NHẬP VỀ KCP","CHUYỂN","THÁNG TÍNH HAO","LOẠI VÀNG","GHI CHÚ","TUỔI VÀNG","TÊN NL","MÃ NỐI NXT","THÁNG TÍNH NXT","Nguồn nhận NVL","TL QUY
KCP XUẤT","TL QUY
KCP NHẬP","NGUỒN NHẬP","NGUỒN XUẤT","LOẠI NL"
"","","","","XUẤT","NHẬP","","","","","","","","","","","","","","","","","","","","","","","",""
"[1]","[2]","[3]","[4]","[5]","[6]","[7]","[8]","[9]","[10]","[11]","[12]","[13]","[14]","[15]","[16]","[17]","[18]","[19]","[20]","[21]","[22]","","","","","","","",""
"TỔNG CỘNG THÁNG 03/2026","","","","","","","","","","","","","62","61.98","0.00","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKNXT","16/03/2026","","16","XK26031601","","","","","BICR40750Y","Bi 4.0 caro,750Y","18K","Xuất thành phẩm KCP L2","57","7.71","","","3","750Y","","75.00%","AU","BTPBI18K","3","","5.78","0.00","","L2","AU"
"BKNXT","16/03/2026","","16","XK26031601","","","","","BICR60750Y","Bi 6.0 caro,750Y","18K","Xuất thành phẩm KCP L2","5","1.32","","","3","750Y","","75.00%","AU","BTPBI18K","3","","0.99","0.00","","L2","AU"
"BKNXT","25/03/2026","","25","PL26032501","","","","","NL-PD-PT900","Nguyên liệu PT900-PD","PT900-PD","Xuất PT L2 NL PT 90.00% - 14.12chỉ/52.95gr (6.030.000c)","","52.95","","PL","3","PT90-PD","","90.00%","PT","NLPT900-PD","3","","47.66","0.00","","L2","PT"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
"","","","30","","","","","","","#N/A","#N/A","","","","","","12","#N/A","","","#N/A","#N/A","12","","0.00","0.00","","","#N/A"
